image,expected,detected,prediction,confidence,inference_time,correct
com lixo (1).JPG,com lixo,True,com lixo,0.9055860042572021,5.514801000001171,True
com lixo (10).JPG,com lixo,True,com lixo,0.7716332674026489,1.3806961000009323,True
com lixo (11).JPG,com lixo,True,com lixo,0.7866799235343933,1.2468272999994952,True
com lixo (12).JPG,com lixo,True,com lixo,0.7796398997306824,1.1804314000000886,True
com lixo (13).JPG,com lixo,True,com lixo,0.8257862329483032,1.1613437999985763,True
com lixo (14).JPG,com lixo,True,com lixo,0.8268263339996338,1.2350019000004977,True
com lixo (15).JPG,com lixo,True,com lixo,0.8355584144592285,1.2135187000003498,True
com lixo (16).JPG,com lixo,True,com lixo,0.789905309677124,1.1492840999999316,True
com lixo (17).JPG,com lixo,True,com lixo,0.8260271549224854,1.1743970999996236,True
com lixo (18).JPG,com lixo,True,com lixo,0.843043327331543,1.14636530000098,True
com lixo (19).JPG,com lixo,True,com lixo,0.8267059326171875,1.1640555000012682,True
com lixo (2).JPG,com lixo,True,com lixo,0.14335666596889496,1.164465800000471,True
com lixo (20).JPG,com lixo,True,com lixo,0.8321126699447632,1.2704302999991341,True
com lixo (21).JPG,com lixo,True,com lixo,0.8368128538131714,1.1813634999998612,True
com lixo (22).JPG,com lixo,True,com lixo,0.8766976594924927,1.22255210000003,True
com lixo (23).JPG,com lixo,True,com lixo,0.8572758436203003,1.147632899999735,True
com lixo (24).JPG,com lixo,True,com lixo,0.8781178593635559,1.174320500000249,True
com lixo (25).JPG,com lixo,True,com lixo,0.8945257067680359,1.15843920000043,True
com lixo (26).JPG,com lixo,True,com lixo,0.7343690395355225,1.1961458000005223,True
com lixo (27).JPG,com lixo,True,com lixo,0.7326698899269104,1.2111167000002752,True
com lixo (28).JPG,com lixo,True,com lixo,0.7932542562484741,1.33582159999969,True
com lixo (29).JPG,com lixo,False,sem lixo,0.0,1.1808209999999235,False
com lixo (3).JPG,com lixo,True,com lixo,0.898590087890625,1.1468069999991712,True
com lixo (30).JPG,com lixo,True,com lixo,0.8572683930397034,1.25437729999976,True
com lixo (31).JPG,com lixo,True,com lixo,0.8851204514503479,1.2059626000009303,True
com lixo (32).JPG,com lixo,True,com lixo,0.8227434158325195,1.1777799999999843,True
com lixo (33).JPG,com lixo,True,com lixo,0.5443716645240784,1.1644507000000885,True
com lixo (34).JPG,com lixo,True,com lixo,0.8263872861862183,1.1630635000001348,True
com lixo (35).JPG,com lixo,True,com lixo,0.8311163187026978,1.1587521000001288,True
com lixo (36).JPG,com lixo,True,com lixo,0.7021734714508057,1.2168630000014673,True
com lixo (37).JPG,com lixo,True,com lixo,0.80078125,1.1825714999995398,True
com lixo (38).JPG,com lixo,True,com lixo,0.874813437461853,1.1601152000002912,True
com lixo (39).JPG,com lixo,True,com lixo,0.8982113599777222,1.154600699999719,True
com lixo (4).JPG,com lixo,True,com lixo,0.8928617238998413,1.1768627000001288,True
com lixo (40).JPG,com lixo,True,com lixo,0.8454680442810059,1.190143600000738,True
com lixo (41).JPG,com lixo,True,com lixo,0.8415394425392151,1.5045293999992282,True
com lixo (42).JPG,com lixo,True,com lixo,0.8735431432723999,1.2585776999985683,True
com lixo (43).JPG,com lixo,True,com lixo,0.8582918643951416,1.1844401999987895,True
com lixo (44).JPG,com lixo,True,com lixo,0.8621912598609924,1.4104854999986856,True
com lixo (45).JPG,com lixo,True,com lixo,0.8435451984405518,1.2205097999994905,True
com lixo (46).JPG,com lixo,True,com lixo,0.8695552349090576,1.1695371999994677,True
com lixo (47).JPG,com lixo,True,com lixo,0.8558275699615479,1.18431579999924,True
com lixo (48).JPG,com lixo,True,com lixo,0.8925591111183167,1.3527560000002268,True
com lixo (49).JPG,com lixo,True,com lixo,0.8751594424247742,1.2089747000009083,True
com lixo (5).JPG,com lixo,True,com lixo,0.7223985195159912,1.1586496999989322,True
com lixo (6).JPG,com lixo,True,com lixo,0.8170679807662964,1.2242722000009962,True
com lixo (7).JPG,com lixo,False,sem lixo,0.0,1.168320999999196,False
com lixo (8).JPG,com lixo,False,sem lixo,0.0,1.1603180000001885,False
com lixo (9).JPG,com lixo,True,com lixo,0.6408534049987793,1.1757594000009703,True
sem lixo (1).JPG,sem lixo,False,sem lixo,0.0,1.1799444000007497,True
sem lixo (10).JPG,sem lixo,False,sem lixo,0.0,1.2365140000001702,True
sem lixo (11).JPG,sem lixo,False,sem lixo,0.0,1.1872961999997642,True
sem lixo (12).JPG,sem lixo,False,sem lixo,0.0,1.264030599999387,True
sem lixo (13).JPG,sem lixo,False,sem lixo,0.0,1.1770496999997704,True
sem lixo (14).JPG,sem lixo,False,sem lixo,0.0,1.1874732999986009,True
sem lixo (15).JPG,sem lixo,False,sem lixo,0.0,1.1651166999999987,True
sem lixo (16).JPG,sem lixo,False,sem lixo,0.0,1.1566517999999633,True
sem lixo (17).JPG,sem lixo,False,sem lixo,0.0,1.1660973999987618,True
sem lixo (18).JPG,sem lixo,False,sem lixo,0.0,1.186833600000682,True
sem lixo (19).JPG,sem lixo,True,com lixo,0.71681809425354,1.179630200000247,False
sem lixo (2).JPG,sem lixo,False,sem lixo,0.0,1.171292099999846,True
