image,expected,detected,prediction,confidence,inference_time,correct
com lixo (1).JPG,com lixo,True,com lixo,0.9055860042572021,5.703313400001207,True
com lixo (10).JPG,com lixo,True,com lixo,0.7716332674026489,1.4836004999997385,True
com lixo (11).JPG,com lixo,True,com lixo,0.7866799235343933,1.192737000001216,True
com lixo (12).JPG,com lixo,True,com lixo,0.7796398997306824,1.2048180000001594,True
com lixo (13).JPG,com lixo,True,com lixo,0.8257862329483032,1.2555682999991404,True
com lixo (14).JPG,com lixo,True,com lixo,0.8268263339996338,1.3509759999997186,True
com lixo (15).JPG,com lixo,True,com lixo,0.8355584144592285,1.6974931999993714,True
com lixo (16).JPG,com lixo,True,com lixo,0.789905309677124,1.2111445999998978,True
com lixo (17).JPG,com lixo,True,com lixo,0.8260271549224854,1.2061181999997643,True
com lixo (18).JPG,com lixo,True,com lixo,0.843043327331543,1.4990500999992946,True
com lixo (19).JPG,com lixo,True,com lixo,0.8267059326171875,1.6105024000007688,True
com lixo (2).JPG,com lixo,False,sem lixo,0.0,1.3839645000007295,False
com lixo (20).JPG,com lixo,True,com lixo,0.8321126699447632,1.2246380999986286,True
com lixo (21).JPG,com lixo,True,com lixo,0.8368128538131714,1.3844181000004028,True
com lixo (22).JPG,com lixo,True,com lixo,0.8766976594924927,1.2931029999999737,True
com lixo (23).JPG,com lixo,True,com lixo,0.8572758436203003,1.2548020000012912,True
com lixo (24).JPG,com lixo,True,com lixo,0.8781178593635559,1.4621592999992572,True
com lixo (25).JPG,com lixo,True,com lixo,0.8945257067680359,1.3599487000010413,True
com lixo (26).JPG,com lixo,True,com lixo,0.7343690395355225,1.400373500000569,True
com lixo (27).JPG,com lixo,True,com lixo,0.7326698899269104,1.426824599999236,True
com lixo (28).JPG,com lixo,True,com lixo,0.7932542562484741,1.6049928000011278,True
com lixo (29).JPG,com lixo,False,sem lixo,0.0,1.6039049999999406,False
com lixo (3).JPG,com lixo,True,com lixo,0.898590087890625,1.5703305999995791,True
com lixo (30).JPG,com lixo,True,com lixo,0.8572683930397034,1.5367591000012908,True
com lixo (31).JPG,com lixo,True,com lixo,0.8851204514503479,1.4869311000002199,True
com lixo (32).JPG,com lixo,True,com lixo,0.8227434158325195,1.9557072999996308,True
com lixo (33).JPG,com lixo,True,com lixo,0.5443716645240784,1.5946397999996407,True
com lixo (34).JPG,com lixo,True,com lixo,0.8263872861862183,1.4773829999994632,True
com lixo (35).JPG,com lixo,True,com lixo,0.8311163187026978,1.5931596999998874,True
