image,expected,detected,prediction,confidence,inference_time,correct
com lixo (1).JPG,com lixo,True,com lixo,0.9055860042572021,6.220224500000768,True
com lixo (10).JPG,com lixo,True,com lixo,0.7716332674026489,1.5962718999999197,True
com lixo (11).JPG,com lixo,True,com lixo,0.7866799235343933,1.5047856999990472,True
com lixo (12).JPG,com lixo,True,com lixo,0.7796398997306824,1.5326955000000453,True
com lixo (13).JPG,com lixo,True,com lixo,0.8257862329483032,1.467619500001092,True
com lixo (14).JPG,com lixo,True,com lixo,0.8268263339996338,1.5102564999997412,True
com lixo (15).JPG,com lixo,True,com lixo,0.8355584144592285,1.5461729999988165,True
com lixo (16).JPG,com lixo,True,com lixo,0.789905309677124,1.4564489999993384,True
com lixo (17).JPG,com lixo,True,com lixo,0.8260271549224854,1.508214900000894,True
com lixo (18).JPG,com lixo,True,com lixo,0.843043327331543,1.4970422999995208,True
com lixo (19).JPG,com lixo,True,com lixo,0.8267059326171875,1.476146200000585,True
com lixo (2).JPG,com lixo,True,com lixo,0.14335666596889496,1.5364313999998558,True
com lixo (20).JPG,com lixo,True,com lixo,0.8321126699447632,1.5433809999994992,True
com lixo (21).JPG,com lixo,True,com lixo,0.8368128538131714,1.5296343999998498,True
com lixo (22).JPG,com lixo,True,com lixo,0.8766976594924927,1.5896419000000606,True
com lixo (23).JPG,com lixo,True,com lixo,0.8572758436203003,1.5308015000009618,True
com lixo (24).JPG,com lixo,True,com lixo,0.8781178593635559,1.5098959999995714,True
com lixo (25).JPG,com lixo,True,com lixo,0.8945257067680359,1.5955592999998771,True
com lixo (26).JPG,com lixo,True,com lixo,0.7343690395355225,1.4913232999988395,True
com lixo (27).JPG,com lixo,True,com lixo,0.7326698899269104,1.506489800000054,True
com lixo (28).JPG,com lixo,True,com lixo,0.7932542562484741,1.523086199998943,True
com lixo (29).JPG,com lixo,True,com lixo,0.0033021916169673204,1.4987610999996832,True
com lixo (3).JPG,com lixo,True,com lixo,0.898590087890625,1.5921985999993922,True
com lixo (30).JPG,com lixo,True,com lixo,0.8572683930397034,1.4952187999988382,True
com lixo (31).JPG,com lixo,True,com lixo,0.8851204514503479,1.4807225999993534,True
com lixo (32).JPG,com lixo,True,com lixo,0.8227434158325195,1.486507999999958,True
com lixo (33).JPG,com lixo,True,com lixo,0.5443716645240784,1.5361392999984673,True
com lixo (34).JPG,com lixo,True,com lixo,0.8263872861862183,1.52107419999993,True
com lixo (35).JPG,com lixo,True,com lixo,0.8311163187026978,1.4504866999996011,True
com lixo (36).JPG,com lixo,True,com lixo,0.7021734714508057,1.4827328999999736,True
com lixo (37).JPG,com lixo,True,com lixo,0.80078125,1.5090060000002268,True
com lixo (38).JPG,com lixo,True,com lixo,0.874813437461853,1.4743867999986833,True
com lixo (39).JPG,com lixo,True,com lixo,0.8982113599777222,1.4699491999999736,True
com lixo (4).JPG,com lixo,True,com lixo,0.8928617238998413,1.521402999998827,True
com lixo (40).JPG,com lixo,True,com lixo,0.8454680442810059,1.5011178000004293,True
com lixo (41).JPG,com lixo,True,com lixo,0.8415394425392151,1.4947964000002685,True
com lixo (42).JPG,com lixo,True,com lixo,0.8735431432723999,1.5147113999992143,True
com lixo (43).JPG,com lixo,True,com lixo,0.8582918643951416,1.6017997999988438,True
com lixo (44).JPG,com lixo,True,com lixo,0.8621912598609924,1.4950216000015644,True
com lixo (45).JPG,com lixo,True,com lixo,0.8435451984405518,1.519568800000343,True
com lixo (46).JPG,com lixo,True,com lixo,0.8695552349090576,1.4519593000004534,True
com lixo (47).JPG,com lixo,True,com lixo,0.8558275699615479,1.5223740000001271,True
com lixo (48).JPG,com lixo,True,com lixo,0.8925591111183167,1.5128901000007318,True
com lixo (49).JPG,com lixo,True,com lixo,0.8751594424247742,1.5113743000001705,True
com lixo (5).JPG,com lixo,True,com lixo,0.7223985195159912,1.4879588999992848,True
com lixo (6).JPG,com lixo,True,com lixo,0.8170679807662964,1.4779890999998315,True
com lixo (7).JPG,com lixo,True,com lixo,0.02083916775882244,1.527507800001331,True
com lixo (8).JPG,com lixo,True,com lixo,0.04206933453679085,1.4877537000011216,True
com lixo (9).JPG,com lixo,True,com lixo,0.6408534049987793,1.47532289999981,True
sem lixo (1).JPG,sem lixo,True,com lixo,0.017665138468146324,1.5599262000014278,False
sem lixo (10).JPG,sem lixo,True,com lixo,0.010571097023785114,1.5202957999990758,False
sem lixo (11).JPG,sem lixo,True,com lixo,0.06385882943868637,1.5370780999983253,False
sem lixo (12).JPG,sem lixo,True,com lixo,0.041278280317783356,1.618526500000371,False
sem lixo (13).JPG,sem lixo,True,com lixo,0.016767894849181175,1.5162463999986358,False
sem lixo (14).JPG,sem lixo,True,com lixo,0.011737833730876446,1.498497499998848,False
sem lixo (15).JPG,sem lixo,True,com lixo,0.04748797044157982,1.4765091999997821,False
sem lixo (16).JPG,sem lixo,True,com lixo,0.03191152960062027,2.3977028999997856,False
sem lixo (17).JPG,sem lixo,True,com lixo,0.019954785704612732,1.9408677000010357,False
sem lixo (18).JPG,sem lixo,True,com lixo,0.035028208047151566,2.2422280999999202,False
sem lixo (19).JPG,sem lixo,True,com lixo,0.71681809425354,1.6881747000006726,False
sem lixo (2).JPG,sem lixo,True,com lixo,0.0602719821035862,1.6903378999995766,False
sem lixo (20).JPG,sem lixo,True,com lixo,0.018889356404542923,1.8320727000009356,False
sem lixo (21).JPG,sem lixo,True,com lixo,0.00708914827555418,1.6486480000003212,False
sem lixo (22).JPG,sem lixo,True,com lixo,0.9111751914024353,1.7353545999994822,False
sem lixo (23).JPG,sem lixo,True,com lixo,0.03093269281089306,1.7521257999997033,False
sem lixo (24).JPG,sem lixo,True,com lixo,0.012082011438906193,1.825242700000672,False
sem lixo (25).JPG,sem lixo,True,com lixo,0.024223754182457924,1.6693557999988116,False
sem lixo (26).JPG,sem lixo,True,com lixo,0.2066054344177246,1.7643165999998018,False
sem lixo (27).JPG,sem lixo,True,com lixo,0.000916806748136878,1.8111884999998438,False
sem lixo (28).JPG,sem lixo,True,com lixo,0.00846311915665865,1.6518197000004875,False
sem lixo (29).JPG,sem lixo,True,com lixo,0.004895249381661415,1.6362398999990546,False
sem lixo (3).JPG,sem lixo,True,com lixo,0.008789671584963799,1.7098745000002964,False
sem lixo (30).JPG,sem lixo,True,com lixo,0.003885074518620968,1.685634299999947,False
sem lixo (31).JPG,sem lixo,True,com lixo,0.02145787701010704,1.6542724999999336,False
sem lixo (4).JPG,sem lixo,True,com lixo,0.050925176590681076,1.669787400000132,False
sem lixo (5).JPG,sem lixo,True,com lixo,0.19019536674022675,1.6468814999989263,False
sem lixo (6).JPG,sem lixo,True,com lixo,0.11275624483823776,1.6602122000003874,False
sem lixo (7).JPG,sem lixo,True,com lixo,0.08060091733932495,1.6450901999996859,False
sem lixo (8).JPG,sem lixo,True,com lixo,0.03193103149533272,1.8010770000000775,False
sem lixo (9).JPG,sem lixo,True,com lixo,0.005960995331406593,1.5932663999992656,False
