imagem,esperado,predito,correto,tempo,input_tokens,output_tokens,total_tokens,preco_input,preco_output,preco_total
com lixo (1).JPG,True,True,True,11.065585799999099,36866,2,36868,0.0055299,1.2e-06,0.0055311
com lixo (10).JPG,True,True,True,4.792708199998742,36866,2,36868,0.0055299,1.2e-06,0.0055311
com lixo (11).JPG,True,True,True,3.926510999997845,36866,2,36868,0.0055299,1.2e-06,0.0055311
com lixo (12).JPG,True,True,True,4.66441660000055,36866,2,36868,0.0055299,1.2e-06,0.0055311
com lixo (13).JPG,True,True,True,4.846131999998761,36866,2,36868,0.0055299,1.2e-06,0.0055311
com lixo (14).JPG,True,True,True,9.478669200001605,36866,2,36868,0.0055299,1.2e-06,0.0055311
com lixo (15).JPG,True,True,True,3.2441880999977,36866,2,36868,0.0055299,1.2e-06,0.0055311
com lixo (16).JPG,True,True,True,2.717605400001048,36866,2,36868,0.0055299,1.2e-06,0.0055311
com lixo (17).JPG,True,True,True,3.863707300002716,36866,2,36868,0.0055299,1.2e-06,0.0055311
com lixo (18).JPG,True,True,True,6.049665200000163,36866,2,36868,0.0055299,1.2e-06,0.0055311
com lixo (19).JPG,True,True,True,7.995152399998915,36866,2,36868,0.0055299,1.2e-06,0.0055311
com lixo (2).JPG,True,False,False,11.127491299997928,36866,2,36868,0.0055299,1.2e-06,0.0055311
com lixo (20).JPG,True,True,True,10.87766190000184,36866,2,36868,0.0055299,1.2e-06,0.0055311
com lixo (21).JPG,True,True,True,10.7752404999992,36866,2,36868,0.0055299,1.2e-06,0.0055311
com lixo (22).JPG,True,False,False,9.439645399997971,36866,2,36868,0.0055299,1.2e-06,0.0055311
com lixo (23).JPG,True,False,False,14.805441299999075,36866,2,36868,0.0055299,1.2e-06,0.0055311
com lixo (24).JPG,True,False,False,10.120566300000064,36866,2,36868,0.0055299,1.2e-06,0.0055311
com lixo (25).JPG,True,False,False,7.95763259999876,36866,2,36868,0.0055299,1.2e-06,0.0055311
com lixo (26).JPG,True,False,False,10.92619410000043,36866,2,36868,0.0055299,1.2e-06,0.0055311
com lixo (27).JPG,True,True,True,10.617857299999741,36866,2,36868,0.0055299,1.2e-06,0.0055311
com lixo (28).JPG,True,True,True,15.667990900001314,36866,2,36868,0.0055299,1.2e-06,0.0055311
com lixo (29).JPG,True,False,False,8.70004870000048,36866,2,36868,0.0055299,1.2e-06,0.0055311
com lixo (3).JPG,True,False,False,14.261807400001999,36866,2,36868,0.0055299,1.2e-06,0.0055311
com lixo (30).JPG,True,True,True,9.342935900000157,36866,2,36868,0.0055299,1.2e-06,0.0055311
com lixo (31).JPG,True,True,True,7.313894599999912,36866,2,36868,0.0055299,1.2e-06,0.0055311
com lixo (32).JPG,True,False,False,13.325315499998396,36866,2,36868,0.0055299,1.2e-06,0.0055311
com lixo (33).JPG,True,False,False,9.981068699999014,36866,2,36868,0.0055299,1.2e-06,0.0055311
com lixo (34).JPG,True,False,False,8.776439799999935,36866,2,36868,0.0055299,1.2e-06,0.0055311
com lixo (35).JPG,True,True,True,10.850121999999828,36866,2,36868,0.0055299,1.2e-06,0.0055311
com lixo (36).JPG,True,True,True,10.979571600000781,36866,2,36868,0.0055299,1.2e-06,0.0055311
com lixo (37).JPG,True,False,False,11.416849100001855,36866,2,36868,0.0055299,1.2e-06,0.0055311
com lixo (38).JPG,True,True,True,10.728598399997281,36866,2,36868,0.0055299,1.2e-06,0.0055311
com lixo (39).JPG,True,True,True,11.201285200000711,36866,2,36868,0.0055299,1.2e-06,0.0055311
com lixo (4).JPG,True,False,False,11.520969299999706,36866,2,36868,0.0055299,1.2e-06,0.0055311
com lixo (40).JPG,True,True,True,9.411672300000646,36866,2,36868,0.0055299,1.2e-06,0.0055311
com lixo (41).JPG,True,True,True,11.465500900001643,36866,2,36868,0.0055299,1.2e-06,0.0055311
com lixo (42).JPG,True,True,True,9.11574599999949,36866,2,36868,0.0055299,1.2e-06,0.0055311
com lixo (43).JPG,True,True,True,15.717218399997364,36866,2,36868,0.0055299,1.2e-06,0.0055311
com lixo (44).JPG,True,True,True,8.322465000001102,36866,2,36868,0.0055299,1.2e-06,0.0055311
com lixo (45).JPG,True,True,True,10.325404100000014,36866,2,36868,0.0055299,1.2e-06,0.0055311
com lixo (46).JPG,True,True,True,14.237152400000923,36866,2,36868,0.0055299,1.2e-06,0.0055311
com lixo (47).JPG,True,True,True,7.179955000003247,36866,2,36868,0.0055299,1.2e-06,0.0055311
com lixo (48).JPG,True,True,True,11.060230199997022,36866,2,36868,0.0055299,1.2e-06,0.0055311
com lixo (49).JPG,True,True,True,9.688010300000315,36866,2,36868,0.0055299,1.2e-06,0.0055311
com lixo (5).JPG,True,False,False,15.645403400001669,36866,2,36868,0.0055299,1.2e-06,0.0055311
