image,expected,detected,prediction,confidence,inference_time,correct
com lixo (1).JPG,com lixo,True,com lixo,0.9055860042572021,6.3591154999994615,True
com lixo (10).JPG,com lixo,True,com lixo,0.7716332674026489,1.5552605999982916,True
com lixo (11).JPG,com lixo,True,com lixo,0.7866799235343933,1.5363428000018757,True
com lixo (12).JPG,com lixo,True,com lixo,0.7796398997306824,1.5397119000008388,True
com lixo (13).JPG,com lixo,True,com lixo,0.8257862329483032,1.2829759999985981,True
com lixo (14).JPG,com lixo,True,com lixo,0.8268263339996338,1.3523776000001817,True
com lixo (15).JPG,com lixo,True,com lixo,0.8355584144592285,1.493721300001198,True
com lixo (16).JPG,com lixo,True,com lixo,0.789905309677124,1.6110530000005383,True
com lixo (17).JPG,com lixo,True,com lixo,0.8260271549224854,1.9310212999989744,True
com lixo (18).JPG,com lixo,True,com lixo,0.843043327331543,1.8993852999992669,True
com lixo (19).JPG,com lixo,True,com lixo,0.8267059326171875,1.9454200999971363,True
com lixo (2).JPG,com lixo,False,sem lixo,0.0,1.523169299998699,False
com lixo (20).JPG,com lixo,True,com lixo,0.8321126699447632,1.6542134000010265,True
com lixo (21).JPG,com lixo,True,com lixo,0.8368128538131714,1.3355903000010585,True
com lixo (22).JPG,com lixo,True,com lixo,0.8766976594924927,1.343961799997487,True
com lixo (23).JPG,com lixo,True,com lixo,0.8572758436203003,1.4669228999991901,True
com lixo (24).JPG,com lixo,True,com lixo,0.8781178593635559,1.2252814999992552,True
com lixo (25).JPG,com lixo,True,com lixo,0.8945257067680359,1.185941499999899,True
com lixo (26).JPG,com lixo,True,com lixo,0.7343690395355225,1.6901637000009941,True
com lixo (27).JPG,com lixo,True,com lixo,0.7326698899269104,1.1661942999999155,True
com lixo (28).JPG,com lixo,True,com lixo,0.7932542562484741,1.1627220999980636,True
com lixo (29).JPG,com lixo,False,sem lixo,0.0,1.6032635000010487,False
com lixo (3).JPG,com lixo,True,com lixo,0.898590087890625,1.2472757000032288,True
com lixo (30).JPG,com lixo,True,com lixo,0.8572683930397034,1.1948317999995197,True
com lixo (31).JPG,com lixo,True,com lixo,0.8851204514503479,1.1717635999993945,True
com lixo (32).JPG,com lixo,True,com lixo,0.8227434158325195,1.3508681999992405,True
com lixo (33).JPG,com lixo,True,com lixo,0.5443716645240784,1.4522197999976925,True
com lixo (34).JPG,com lixo,True,com lixo,0.8263872861862183,1.5952591000022949,True
com lixo (35).JPG,com lixo,True,com lixo,0.8311163187026978,1.5699087000029976,True
com lixo (36).JPG,com lixo,True,com lixo,0.7021734714508057,1.5614329999989423,True
com lixo (37).JPG,com lixo,True,com lixo,0.80078125,1.7327762999993865,True
com lixo (38).JPG,com lixo,True,com lixo,0.874813437461853,2.184012599998823,True
com lixo (39).JPG,com lixo,True,com lixo,0.8982113599777222,1.6072273999998288,True
com lixo (4).JPG,com lixo,True,com lixo,0.8928617238998413,1.5046578999972553,True
com lixo (40).JPG,com lixo,True,com lixo,0.8454680442810059,1.6832226999977138,True
com lixo (41).JPG,com lixo,True,com lixo,0.8415394425392151,2.037620399998559,True
com lixo (42).JPG,com lixo,True,com lixo,0.8735431432723999,1.7913794000014605,True
com lixo (43).JPG,com lixo,True,com lixo,0.8582918643951416,1.2219669999976759,True
com lixo (44).JPG,com lixo,True,com lixo,0.8621912598609924,1.2636170000005222,True
com lixo (45).JPG,com lixo,True,com lixo,0.8435451984405518,1.159063300001435,True
com lixo (46).JPG,com lixo,True,com lixo,0.8695552349090576,1.2219369000013103,True
com lixo (47).JPG,com lixo,True,com lixo,0.8558275699615479,1.4637407999980496,True
com lixo (48).JPG,com lixo,True,com lixo,0.8925591111183167,1.2322265000002517,True
com lixo (49).JPG,com lixo,True,com lixo,0.8751594424247742,1.2165047000016784,True
com lixo (5).JPG,com lixo,True,com lixo,0.7223985195159912,1.2383655000012368,True
com lixo (6).JPG,com lixo,True,com lixo,0.8170679807662964,1.2449210999984643,True
com lixo (7).JPG,com lixo,False,sem lixo,0.0,1.3671326000003319,False
com lixo (8).JPG,com lixo,False,sem lixo,0.0,1.6471910000000207,False
com lixo (9).JPG,com lixo,True,com lixo,0.6408534049987793,1.3955330999997386,True
sem lixo (1).JPG,sem lixo,False,sem lixo,0.0,1.3609461999985797,True
sem lixo (10).JPG,sem lixo,False,sem lixo,0.0,1.208085400001437,True
sem lixo (11).JPG,sem lixo,False,sem lixo,0.0,1.2138277999983984,True
sem lixo (12).JPG,sem lixo,False,sem lixo,0.0,1.6264528000028804,True
sem lixo (13).JPG,sem lixo,False,sem lixo,0.0,1.7788437000017439,True
sem lixo (14).JPG,sem lixo,False,sem lixo,0.0,1.4180724000034388,True
sem lixo (15).JPG,sem lixo,False,sem lixo,0.0,1.896047300000646,True
sem lixo (16).JPG,sem lixo,False,sem lixo,0.0,1.3260652999997546,True
sem lixo (17).JPG,sem lixo,False,sem lixo,0.0,1.318886900000507,True
sem lixo (18).JPG,sem lixo,False,sem lixo,0.0,1.3651770999967994,True
sem lixo (19).JPG,sem lixo,True,com lixo,0.71681809425354,1.735890299998573,False
sem lixo (2).JPG,sem lixo,False,sem lixo,0.0,1.4816930000015418,True
sem lixo (20).JPG,sem lixo,False,sem lixo,0.0,1.7487959999998566,True
sem lixo (21).JPG,sem lixo,False,sem lixo,0.0,1.4719532999988587,True
sem lixo (22).JPG,sem lixo,True,com lixo,0.9111751914024353,1.3822637000012037,False
sem lixo (23).JPG,sem lixo,False,sem lixo,0.0,1.4708390999985568,True
sem lixo (24).JPG,sem lixo,False,sem lixo,0.0,1.3059758999988844,True
sem lixo (25).JPG,sem lixo,False,sem lixo,0.0,1.2938137999990431,True
sem lixo (26).JPG,sem lixo,False,sem lixo,0.0,1.2838291999978537,True
sem lixo (27).JPG,sem lixo,False,sem lixo,0.0,1.2414989999997488,True
sem lixo (28).JPG,sem lixo,False,sem lixo,0.0,1.2808612000007997,True
sem lixo (29).JPG,sem lixo,False,sem lixo,0.0,1.439296699998522,True
sem lixo (3).JPG,sem lixo,False,sem lixo,0.0,1.3339597999984107,True
sem lixo (30).JPG,sem lixo,False,sem lixo,0.0,1.4338803000027838,True
sem lixo (31).JPG,sem lixo,False,sem lixo,0.0,1.447877200000221,True
sem lixo (4).JPG,sem lixo,False,sem lixo,0.0,1.4675127000009525,True
sem lixo (5).JPG,sem lixo,False,sem lixo,0.0,1.4017718999966746,True
sem lixo (6).JPG,sem lixo,False,sem lixo,0.0,1.5094485999979952,True
sem lixo (7).JPG,sem lixo,False,sem lixo,0.0,1.5402743999984523,True
sem lixo (8).JPG,sem lixo,False,sem lixo,0.0,1.4796733999974094,True
sem lixo (9).JPG,sem lixo,False,sem lixo,0.0,1.3944253000008757,True
